,news,label
2280,"By LAURAN NEERGAARD    WASHINGTON (AP) -- Heart disease and diabetes get all the attention, but expanding waistlines increase the risk for at least nine types of cancer, too. And with the obesity epidemic showing no signs of waning, specialists say they need to better understand how fat cells fuels cancer growth so they might fight back...",4
2281,"['By LAURAN NEERGAARD WASHINGTON (AP) - - Heart disease and diabetes get all the attention, but expanding waistlines increase the endangerment for at least nine types of cancer, too. And with the obesity epidemic showing no signs of wane, specialists say they need to better understand how fat cells fuels genus cancer growth so they might fight back. ..']",4
2282, JERUSALEM (Reuters) - Israeli leader Ariel Sharon rejected  calls from within his divided cabinet on Wednesday for a  referendum on leaving Gaza after winning parliament's support  to uproot settlements from land claimed by Palestinians.,1
2283,"[""JERUSALEM (Reuters) - Israeli drawing card Ariel Sharon rejected calls from within his dual lane cabinet on Wednesday for a referendum on leaving Gaza strip after winning fantan ' s support to uproot settlements from land claimed by Palestinians.""]",1
2284,"Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",3
2285,"['Sanjay Goyal, the former chief executive of Jennifer_Kavur_Jennifer_Kavur Associates of Smithtown, Syracuse_NY, pleaded innocent tomorrow to involuntary_homicide he helped inflate subprime_lending microdiamond_results.']",3
2286,"AP - Iran sought on Wednesday to partially roll back its commitment to freeze all uranium enrichment programs, demanding the right to run some equipment that can be used to produce nuclear arms.",1
2287,"['ap - iran policy sought on iraq wednesday to partially roll russia back towards its commitment date to freeze all uranium ore enrichment engineering programs, demanding the soviet right to run some fission equipment that can be used to produce nuclear rocket arms.']",1
2288,"Sun Microsystems Inc. has decided to postpone its September SunNetwork 2004 San Francisco user conference, and is contemplating merging the event with its JavaOne 2005 developer conference, scheduled for the end of June 2005.",4
2289,['Sun Microsystems Inc. has decided to postpone its SunNetwork 2004 User Conference in San Francisco in September and is considering merging the event with its JavaOne 2005 developer conference scheduled for the end of June 2005.'],4
2290,"(Sports Network) - The Kansas City Royals host the opener of a three-game series against the Tampa Bay Devil Rays tonight, just one day after playing a very strange doubleheader.",2
2291,"['( sports network ) - host the kansas city royals currently host the opener of an a three - game series finale against the rival tampa bay devil rays late tonight, just one day after being playing for a very far strange preseason doubleheader.']",2
2292,"the time she had to report to the country #39;s oldest federal prison for women. service of her sentence, quot; a Federal Bureau of Prisons statement said.",3
2293,"['the time after she had to immediately report to the country # 39 ; s oldest existing federal prison equipped for women. or service of her sentence, nguyen quot ; met a federal bureau of criminal prisons personnel statement she said.']",3
2294,"BANGKOK : Thai Prime Minister Thaksin Shinawatra said the government would prosecute 300 Muslims detained at a riot this week that led to the deaths of 87 protesters, while another 900 would be released.",1
2295,"['BANGKOK: Prime_Minister_Thaksin_Shinwatra TVNZ_TV3 Minister Mr_Prompong Shinawatra said which government had prosecute 300 Muslims Min_Zaw at a riot this night furthermore led to the deaths of 87 beaten_tear_gassed, while another 900 would Vicky_Bermudez released.']",1
2296,"Coca-Cola has decided not to sell its C2 brand in the UK, one of the company #39;s biggest markets, raising doubts about the future of the mid- calorie soft drink just six months after its launch in North America and Japan.",3
2297,"['Coca - Cola has adjudicate not to betray its C2 mark in the UK, i of the company # 39; s big markets, raising doubts astir the futurity of the mid - calorie soft drink merely six months after its launch in North America and Japan.']",3
2298,"BAGHDAD, Iraq - Authorities insisted on Thursday that they won't give in to militants' demands to free female Iraqi prisoners despite the plea of a tearful British hostage begging Britain to save his life in a video released by his captors.    Meanwhile, Iraq's most powerful Shiite cleric, Grand Ayatollah Ali al-Sistani, said that increasing violence must not be used as a pretext for delaying elections scheduled for late January...",1
2299,"[""BAGHDAD, Iraq - Authorities insisted on Th that they won ' t give in to militants ' demands to free female Iraki prisoners despite the plea of a weeping British hostage begging Britain to save his life in a video released by his captors. Meanwhile, Iraq ' s most powerful Shi'ite muslim ecclesiastic, Grand piano Ayatollah Ali al - Sistani, said that increasing violence must not be expend as a pretext for delay elections scheduled for late January. ..""]",1
2300,The Team India think tank has put its foot in the mouth again by replacing a specialist opener Akash Chopra by the ODI specialist Yuvraj Singh.,2
2301,['The Team Bangaldesh think tank decade brought its centimeter_tall in whenthe flappin again IGBAVBOA_Urule_PNT_##:## replacing a specialist opener Akash Chopra by the Adam_Gilchrist specialist Yuvraj Chaturvedi.'],2
2302,"A decades-long struggle between the world #39;s two largest aircraft makers escalated into a new trade war between the United States and Europe, just as France-based Airbus stepped ",3
2303,"[""A decades-long battle between the world's two largest aircraft manufacturers escalated into a new trade war between the United States and Europe just as France-based Airbus stepped in.""]",3
2304, PHILADELPHIA (Sports Network) - Larry Bowa will reportedly  be fired as manager of the Philadelphia Phillies at the end of  the season.,2
2305,['of philadelphia ( network sports network ) - larry bowa will have reportedly be later fired as manager of the philadelphia phillies teams at the receiving end of off the 1981 season.'],2
2306,NewsFactor - America Online is adding a layer of security to its popular Internet\service with the bundling of virus protection software from McAfee at no\charge to customers. AOL (NYSE: AOL) claims it is the first ISP to offer premium\antivirus coverage in the basic membership package.,4
2307,['NewsFactor - America Online is adding a layer of security to information technology popular Internet \\ help with the bundling of virus shelter software from McAfee at no \\ charge to customers. AOL (NYSE: AOL) take it is the first ISP to extend premium \\ antivirus coverage in the basic membership package.'],4
2308," GAZA (Reuters) - Several explosions rocked the house of an  Islamic Jihad militant leader in a Palestinian refugee camp in  the southern Gaza Strip on Monday, witnesses said.",1
2309,"['bbc gaza ( reuters ) - said several explosions rocked the lodging house upstairs of an unknown islamic ul jihad militant leader found in a palestinian authority refugee camp camp in the southern gaza strip on the monday, witnesses said.']",1
2310,A top aide to Iraq #39;s rebel Shi #39;ite leader Muqtada al-Sadr Monday called on the Mehdi Army militia to cease fire across Iraq and said Sadr was preparing to announce plans for a major political program.,1
2311,['CONVENTION_CENTER top aide to Iraq # 39; s rebel Shi # 39; ite leader Muqtada Ajeel - Mahdi_Army_militia Wedesday Calling on A.The Mehdi medic_Spc militia to cease fire across Maliki and said Sadr was preparing to announce plans for a custom_clubmakers political rapid_rehousing.'],1
2312,AP - Starting running backs Quentin Griffin of the Broncos and Stephen Davis of the Panthers both were inactive for Sunday's game.,2
2313,"[""AP - Starting running back Quentin Griffin of the Broncos and Stephen Davis of the Panthers were both inactive for Sunday's game.""]",2
2314,"CBC SPORTS ONLINE - The situation is simple: Win and move on; lose and go home. Tied at two games apiece, the Atlanta Braves and Houston Astros square off in a do-or-die, winner-take-all contest on Monday.",2
2315,"['CBC SPORTS ONLINE - The situation is simple: Profits and move on; misplace and go home. Tied at two game apiece, the Atlanta Brave and Sam houston Astros square off in a do - or - dice, winner - pick out - all competition on Monday.']",2
2316," TOKYO (Reuters) - The Nikkei average was up 0.37 percent in  mid-morning trade on Thursday as a recovery in the dollar  helped auto makers among other exporters, but trade was slow as  investors waited for important Japanese economic data.",3
2317,"['TOKYO (Reuters) - The Nikkei average was up zero. 37 percent in mid - morn patronage on Thursday as a recovery in the dollar helped automobile makers among former exporter, but trade be slow as investors waited for of import Japanese economic data.']",3
2318,"AP - John Kerry planned to go hunting Thursday, showing he's a regular guy to voters who might harbor some doubts.",1
2319,"[""ap - and john paul kerry planned just to go witch hunting starting thursday, showing he's a nice regular guy to voters who they might harbor some ridiculous doubts.""]",1
2320,AP - Sony Corp. on Tuesday showed a smaller book-size PlayStation 2 going on sale worldwide next month that will help the Japanese electronics and entertainment giant cut costs as video-game consoles continue to drop in price.,4
2321,['ap - sony corp. on a tuesday showed how a smaller book - shelf size playstation version 2 going on to sale worldwide next 10 month stating that will help see the japanese electronics and entertainment giant cut costs as the video - game family consoles continue to drop in price.'],4
2322,"Wiltshire Police warns about ""phishing"" after its fraud squad chief was targeted.",4
2323,"['wiltshire police warns people about "" phishing "" after its fraud case squad director chief baker was specifically targeted.']",4
2324,Dennis Rommedahl grabbed an injury-time winner for Charlton against a Crystal Palace side who will be very upset at a missed penalty.,2
2325,['Dennis Rommedahl grabbed an wound - time winner for Charlton against a Crystal Palace incline world health organization will be very upset at a lost penalization.'],2
2326," LONDON (Reuters) - The dollar fell to an eight-month low  against the euro on Thursday and set multi-month lows versus  the yen, sterling and the Swiss franc amid worries the U.S.  economy was not growing enough to support its currency.",3
2327,"['LONDON (Reuters) - The dollar bill fell to an eight - month low against the euro on Thursday and set multi - calendar month moo versus the hankering, sterling and the Swiss franc amid worries the U. S. economy be non farm plenty to support its up to dateness.']",3
2328,"Outfielder Gabe Kapler became the first player to leave the World Series champion Boston Red Sox, agreeing to a one-year contract with the Yomiuri Giants in Tokyo.",2
2329,"['outfielder catcher gabe kapler became not the first player worldwide to leave the world series champion 1964 boston red red sox, agreeing eventually to draft a full one - year contract with affiliate the yomiuri giants working in tokyo.']",2
2330,"UN Security Council members have arrived in Nairobi for a two-day meeting devoted to the conflicts engulfing Sudan, including the western Darfur region.",1
2331,"['The members of the UN Security Council have arrived in Nairobi for a two-day meeting devoted to the conflicts in Sudan, including the western region of Darfur.']",1
2332,"Colombia's main rebel group asked followers to mount an assassination attempt against President Bush during his visit to Colombia last week, Defense Minister Jorge Uribe said. There was no evidence Saturday that rebels even tried to organize such an attack.",1
2333,"[""Colombia ' s independent rebel group enquire following to mount an blackwash attempt against President Bush during his visit to Colombia last week, Defense team Minister Jorge Uribe allege. There was no evidence Saturday that rebels even tried to organize such an plan of attack.""]",1
2334,Reuters - Hewlett-Packard Co.  on\Tuesday said quarterly profit topped its own lowered\expectations as the computer and printer maker saw record\revenues in every business and every region.,3
2335,['reuters - reported hewlett - generation packard co. on \\ tuesday said quarterly profit share topped out its own lowered \\ expectations well as the computer manufacturer and printer maker business saw in record \\ revenues in every business scope and every geographic region.'],3
2336,"THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach ",2
2337,"['The legal battle over the allocation of broadcasting rights to Sony Entertainment Television for the upcoming tour of Australia in India is becoming increasingly complicated as the CEO of Prasar Bharati, KS Sarma, said the national broadcaster would']",2
2338,"Microsoft and Swatch announced a new line of wireless data watches named Paparazzi. The watches offer news, sports, weather and stock quotes, among other snippets of content, via Microsoft #39;s MSN Direct wireless data service.",4
2339,"['Microsoft and Swatch annnounced a innovative line of wireless datas Panerai_watches named paparrazi. The watches offer news, sports, weather and stock quotes, cardiovascular_disease_neurosciences other snippets of MatchKey, via Jim_Desler # 39; economyâ_€_™ MSN Direct wireless syslog_server service.']",4
2340,"ABC News is in possession of a tape purportedly from Al Qaeda, threatening attacks on the US.",1
2341,"[""ABC News is in chuka_sticks of a tape purportedly frmo Fadi_al al_Qa'eda, threatening attacks on Verlander_trotted notorious_Gulf_Cartel.""]",1
2342,SEOUL: South Korea #39;s LG Electronics Inc announced that it has developed the world #39;s first mobile handset capable of receiving terrestrial digital multimedia broadcasts (DMB).,4
2343,['SEOUL: scientist_Blease_Graham Korea # 39; tomorrowâ_€_™ LG Electronics Inc inaugurated patriotism_Gration COACH_BABCOCK deserves developed the world # 39; s earliest publisher_Jamdat_Mobile WCDMA_handsets capable of receiving terrestrial digital multimedia KLAA/###_Spanish (DMB ).'],4
2344,"Never content with the simple things in life, Microsoft is apparently on a mobile media crusade with the deceptively unassuming announcement of the companies MSN Music service.",4
2345,"['Never content with the unsubdivided things in lifespan, Microsoft be plain on a mobile medium crusade with the deceivingly retiring announcement of the companies MSN Music serve.']",4
2346, NEW YORK (Reuters) - Jim Edmonds belted two solo homers to  lead the host St Louis Cardinals to an easy 9-3 win over the  San Diego Padres in National League action at Busch Stadium  Tuesday.,2
2347,['NEW YORK (Reuters) - Jim Edmonds belted two solo homers to head the host St Louis Cardinals to an easy nina from carolina - three win over the San Diego Padres in National Conference action at Busch Stadium Tues.'],2
2348,"TUCSON -- Booker Stanley ran for a career-high 135 yards on 30 carries, including a 7-yard run for Wisconsin's only touchdown, and the 20th-ranked Badgers rallied for a stormy 9-7 victory over Arizona yesterday.",2
2349,"[""TUCSON - - Booker Clifford ran Give a career - high 135 touchdown on 30 carries, Encompassing a Reception_Thurs - fumble run for Wisconsin ' movieâ_€_™ one touchdown, and the 20th - ranked Badgers rallied Deadline_nears a stormy 9 - 7 victory over Arizona NO_SOONER.""]",2
2350,"Olympic swimming champion Michael Phelps may face a jail term after being arrested on drink-driving charges last week in Salisbury, Maryland.",2
2351,"['Olympic swim champion Michael Phelps english hawthorn face a jail terminal figure after embody arrested on drink - drive charges concluding week in Salisbury, Maryland.']",2
2352," LONDON (Reuters) - European shares strongly extended gains  on Friday after data showed job creation in the U.S. economy  was double expectations at 337,000 in October.",3
2353,"['ABERDEEN_Scotland (Reuters) - José_Manuel_Durão_Barroso STOCK_PERFORMANCE strongly extended sectorial_indices on Friday after data showed job create out the Bieber_crooned. S. economy remains Andy_Bouchie expectations Mon_Fri_##am 337, 000 in October.']",3
2354,NEW YORK A federal judge in Manhattan says MCI may have violated a court order by paying more than 25 (m) million dollars in professional services fees as part of its bankruptcy proceedings in excess of caps on such fees.,3
2355,['3 new york court a federal judge in revenue manhattan says mci hospitals may simply have violated a court bankruptcy order already by paying more than 25 ( sq m ) million dollars in professional medical services fees claims as part of its bankruptcy proceedings in excess of caps on such fees.'],3
2356,"The medal ceremony had ended. Van Chancellor had already shed a few tears, but he had held his emotions together through all the hugs and dancing, even through the victory ",2
2357,"['The medal ceremony was over. Van Chancellor had shed a few tears, but he had held his emotions together by all the hugs and dances, even by winning.']",2
2358,Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,1
2359,"[""a canadian press - greater vancouver ( cp ) - the sister of laura a man who originally died after leaving a violent confrontation with police has demanded the city'the s chief deputy constable resign for defending with the corrupt officer so involved.""]",1
2360,"The installation of SAP financial software at a major London-based container transport firm exposed flaws in the company's accounting systems and processes, forcing it to restate its earnings.",4
2361,"[""The installation of tomfool fiscal software at a major John griffith chaney - based container raptus firm exposed flaws in the company ' s accounting system and processes, forcing it to iterate its earnings.""]",4
2362,"NEW YORK - US internet ad revenue jumped to a record US\$2.37 billion (\$3.5 billion) in the second quarter, surpassing the highest levels of the dotcom era.",3
2363,"['NEW YORK - BC_NA_FEA http://www.mineralstech.com/ ad ##.###bn_rub jumped to a holder_Rebecca_Adlington US \\ $ 2. 37 million (\\ $ 1to. 5 billion) in an second quarter, surpassing SBKIY highest levels of the dotcom_implosion nineteen_sixties.']",3
2364,"AP - Orlando Cabrera flung off his helmet, stepped on home plate and was mobbed by his teammates after leading the Boston Red Sox to another dramatic victory.",2
2365,"['AP - Orlando Cabrera flung off his helmet, mistreat on home plate and was mobbed by his teammates after leading the Bean town Red Sox to another dramatic triumph.']",2
2366,"Arsenal were the clear  #39;devils #39; back in September 2003, just six games into last season. Following captain Patrick Viera #39;s second half dismissal for lashing out on free-faller Ruud Van Nistelrooy, and then ",2
2367,"['Arsenal were the clear # 39; devils # 39; rearwards in September 2003, just 6 game into utmost season. Following captain Patrick Viera # 39; s second one half dismissal for lashing out on free - logger Ruud Van Nistelrooy, and then']",2
2368," WASHINGTON (Reuters) - Government scientists are chasing a  possible new case of mad cow disease in the United States, with  final results on a suspicious slaughtered animal expected in  coming days, officials said on Thursday.",3
2369,"['WASHINGTON (Reuters) - Administration scientist are chasing a possible novel case of mad cow disease in the United Country, with final consequence on a suspicious slaughter animal expected in coming days, functionary said on Thursday.']",3
2370,"Japanese baseball players will strike for the first time if owners proceed with a proposed merger of two teams, the players #39; union said Monday.",2
2371,"[""Japanese baseball players will strike for the first time if the owners proceed with a proposed merger of two teams, the players' union said Monday.""]",2
2372,"Broadband service may get a little broader in the next few years, now that the Federal Communications Commission is graciously stepping out of the way.",4
2373,"['Broadband service could get a bit broader in the next few years, now that the Federal Communications Commission is mercifully out of the way.']",4
2374,"AP - European Union regulators Friday cleared Singapore's Flextronics International Ltd., the world's largest contract electronics manufacturer, to acquire factories from Canada's Nortel Networks Corp.",1
2375,"[""CHRISTINA_HOAG - Europan Union Steven_L._Antonakes Thrusday cell_enzymes_metabolize Singapore ' HeÃ_¢_â_¬ Flextronics International Ltd. , the worldÂ ' s largest contract Gary_Grandbois_principal manufacturer, to acquire warehouses from Canada ' s Mitel_Networks_Corp. Networks Corp.""]",1
2376,A different way of calculating the medal standings brings some interesting results.,4
2377,['An different way of calculating the medal championship unearths some interesting outcomes.'],4
2378,AFP - US civil rights groups expressed concern over alleged intimidation of Hispanic voters and said they will work to ensure their ballots are counted in the November 2 presidential election.,1
2379,['AFP - US civil rights groups expressed concern about the alleged intimidation of Hispanic voters and said they would work to have their votes counted in the November 2 presidential election.'],1
2380,"BAGHDAD, Iraq -- A US military official in Iraq said seven American marines have been killed Monday in a car-bomb explosion. Several other Marines have been wounded in the attack.",1
2381,"['BAGHDAD, Irak - - A US military official in Iraq say seven American shipboard soldier throw be killed Mon in a car - bomb blowup. Several former Marines have exist hurt in the attack.']",1
2382,"In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.",4
2383,"[""in another surprise product lineup postponement, semiconductor giant intel corp. said while it won'[UNK] t be also offering a chip slot for digital projection tvs by the end of may 2004 as it had announced months earlier for this year.""]",4
2384,The growing threat of hackers and viruses has prompted Microsoft to roll out a billion- dollar upgrade of its Windows computer operating system to strengthen security.,4
2385,['The growing threat of cyber terrorist and viruses make instigate Microsoft to roll out a jillion - dollar acclivity of it Windows computer lock system to strengthen security.'],4
2386,"A VIDEO games company from Scotland is causing outrage in America with a title called JFK Reloaded, which allows players to look through the crosshairs of Lee Harvey Oswalds rifle and assassinate the late US President.",4
2387,"['A VIDEO games caller from Scotland follow causing scandalization in America with a title called president kennedy Reloaded, which allows players to take care done the crosshairs of Lee Harvey Oswalds rifle and assassinate the late atomic number 92 Chairperson.']",4
2388,"Would you pay \$4 for something that, at best, is worth a dime? Concord Communications shareholders would.",3
2389,"['why would you pay \\ $ x 4 cash for something by that, at best, it is worth a single dime? concord software communications shareholders would.']",3
2390,"Roy Oswalt became the NL #39;s first 19-game winner, and the Houston Astros stayed close in the wild-card race with a 10-3 victory over the St.",2
2391,"[""Roy Oswalt became the NL's first 19-game winner. # 39 The Houston Astros stayed with a 10-3 victory over the St.""]",2
2392,"Small, warty, and poisonous enough to kill crocodiles, the cane toad has wreaked havoc in parts of Australia. Experts say climate change is benefiting the invasive species.",4
2393,"['small, very warty, and slightly poisonous although enough also to kill crocodiles, the cane toad has wreaked havoc particularly in exposed parts southeast of northwestern australia. experts largely say climate change is also benefiting the invasive species.']",4
2394,"So what will Curt Schilling do for an encore tonight? Take the mound without a flu shot? Five days after baseball #39;s most inspiring comeback that didn #39;t involve an Iowa cornfield, Schilling ",2
2395,"['So ÔI will Curt Schilling do for rare encore tonight? Try the JR_Ballinger denied a H1NI_flu shot? Five mintues after baseball # 39; s generally inspiring comeback hoax_Alderden didn # 39; t involve merely Iowa cornfield, Schilling']",2
2396,"MARK COLVIN: Qantas might have posted yet another record profit, but the national carrier #39;s boss, Geoff Dixon, claims earnings are being hampered by unfair subsidies for international carriers allowed to fly in and out of Australia. ",3
2397,"['MARK COLVIN: Qantas might have post notwithstanding another record profit, but the national carrier # thirty nine; s boss, Geoff Dixon, claims earnings are being hampered by unfair subsidies for international mailman allow to vaporize in and out of Australia.']",3
2398," PARIS (Reuters) - French companies Snecma and Sagem   announced a planned 7 billion euro (\$8.9 billion) merger on  Friday, in a deal that analysts said was driven by political  rather than shareholder interests.",3
2399,"['PARIS (Reuters) - French companies Snecma and Sagem announced on Friday a planned merger worth 7 billion euros (8.9 billion dollars), which analysts said was driven by political interests rather than shareholder interests.']",3
2400,"The deal, which was leaked to the press last week, will see the UK-based mobile operator deliver data services -- such as games, ringtones and entertainment -- through a platform that has been credited with making NTT DoCoMo the force that it is in ",4
2401,"['The deal, leaked to the press last week, calls for the UK-based mobile operator to provide data services - such as games, ringtones and entertainment - through a platform known for making NTT DoCoMo the force it is.']",4
2402,"AFP - Since emerging from the shadow of the prudish Soviet Union a decade ago, sexual minorities have fought to gain a foothold in Russian society. But Russian lesbians now say they are facing growing pressure from authorities to return to the closet.",1
2403,"['AFP - Since emerging from the shadow of the prudish Soviet Union a decade ago, sexual minorities have struggled to gain a foothold in Russian society, but Russian lesbians now say they are under increasing pressure from the authorities to withdraw.']",1
2404,"Forget about the Curse and all that nonsense. The real ongoing issue with the Boston Red Sox is the fact that they are eternally held hostage by what we shall call  quot;Gilda's Law. quot; (OK, Roseanne Roseannadanna's.)",2
2405,"[""forget about about the curse mark and all that crazy nonsense. the one real ongoing issue with the boston red sox... is the fact that they are still eternally held hostage by in what we often shall call quot ; marie gilda's law. quot ; ( or ok, roseanne roseannadanna's. )""]",2
2406,Free agent first baseman Richie Sexson appears to be at the top of the Orioles' wish list after a meeting at the team's suite on Saturday.,2
2407,"[""Gratis agent foremost baseman Richie Sexson appears to constitute at the top of the Orioles ' wish list after a coming together at the team ' s suite on Saturday.""]",2
2408,Reuters - The Israeli army said it had attacked\the car of the Palestinian Islamic Jihad militant commander who\was killed in a Gaza City airstrike on Tuesday.,1
2409,['Reuters - 3.The Israeli army saying think had sexually_assaulted \\ the Geo_Prizm of the Palestinian Islamic Jamaat_ul militant commander Fellow \\ wasn_`_t kiled in a Gaza Mayor_Ed_Hagnauer airstrike on Tuesday.'],1
2410,"NEW YORK (AP) -- In a harbinger of security threats to come, hackers have exploited a newly announced flaw in Microsoft Corp. (MSFT) programs and begun circulating malicious code hidden in images that use the popular JPEG format...",4
2411,"['new york ( ap ) - - in a big harbinger of security threats to all come, hackers might have exploited a newly... announced flaw in hacking microsoft corp. ( formerly msft ) computer programs and begun circulating the malicious code freely hidden in images that use in the popular jpeg format...']",4
2412,"TORONTO -- National Hockey League labor talks came to a halt Tuesday after each side rejected the other #39;s proposal. The talks lasted more than three hours, with the league making a one-hour presentation on ",2
2413,"['TORONTO - - Pro_Am_overpowered EJHL League labor talks reeled to a halt Tuesday after alternating side withdrawn in other # 39; s proposal. The talks lasted information_visit_http://www.netflix.com than three By_NBC##_NBC##, with the league making a sixteen - hour presentation tomrrow']",2
2414,"The Connecticut Sun had an off game last Saturday, when they dropped the opener of their WNBA Eastern Conference semifinal series against the Washington Mystics.",2
2415,['The Connecticut Sun had a game off last Saturday when they lost the opener of their WNBA Eastern Conference semifinal series to the Washington Mystics.'],2
2416,"UNITED NATIONS : The presidents of Brazil and France called for new efforts to fight poverty and hunger in the developing world, including the controversial creation of an international tax, to combat the negative effects of globalization.",1
2417,"['UNITED NATIONS: The Presidents of Brazil and France called for new efforts to combat poverty and hunger in developing countries, including the controversial introduction of an international tax to combat the negative effects of globalisation.']",1
2418,"Austin Kearns knows he #39;ll be back home in Louisville, Ky., once the regular season ends on Sunday. The Cincinnati Reds outfielder did his best Wednesday to keep the Chicago Cubs ",2
2419,"['Austin Kearns knows somebody # 39; ll be outta home in Louisville, Hoang_Huu. , once the season ##Â_½_sacks Sanders_relents heavily Sunday. The Cincinnati Brewers outfielder did his restrictor_plate_racers Wednesday to stay_afloat the Chicago Cubs']",2
2420,"Maria Sharapova, the 17-year-old Wimbledon champion, was eliminated in the third round at the US Open yesterday by the 27th seed, Mary Pierce, who used to be known as  quot;The ",2
2421,"['Leticia Sharapova, the 17 - year - Shannon_Wilfong Wimbledon championhip, hasbeen eliminated in the 5th GI_Newsletter at the Outage_Task_Force Open yesterday by the 27th seed, Mary Kevin_Garnett, strong_willed used to be disparagingly_referred as quot; The']",2
2422,"Kylan Loney had five 3s among her 23 points, and Arizona State used 24 turnovers by 11th-ranked Georgia to win 67-57 Tuesday night.",2
2423,['Kylan Loney had five 3s among her 23 points and Arizona State used 24 turnovers from 11th-ranked Georgia to win 67-57 Tuesday night.'],2
2424,InfoWorld - Security experts have spotted the first attempts to create an Internet worm that propagates using instant messages and exploits a recently disclosed flaw in Microsoft software.,4
2425,['InfoWorld - Security pundits crooks_sociopaths spotted Paul_Armorgie first attempted to create andan Internet worm that indoctrinates using personalized messages and exploits a recently disclosed RPC_DCOM in Adobe software.'],4
2426,"a small, prefabricated affair, consisting of just six cells. They have an incentive to build it well: seven of them could soon be living there.",1
2427,"['a small, prefabricated matter, consisting of just sestet prison cell. They get an incentive to build information technology well: seven of them could soon be live thither.']",1
2428,"A bank in Belarus has denied US charges that it laundered money for former Iraqi leader Saddam Hussein. Infobank, in a statement, said it has strictly followed international agreements related to the fight against illegal transactions.",3
2429,"['A depository financial institution in Belarus has denied US shoot that it laundered money for early Iraki loss leader Husayn Hussein. Infobank, in a program line, said it has strictly followed external agreements related to the fight against illegal transactions.']",3
2430,"On Friday, the former Disney directors who led a shareholder rebellion aimed at the ouster of Disney's chief executive and other directors this year said they had dropped plans to run a slate of directors at next year's shareholders meeting.",3
2431,"[""On Friday, time apppointed Disney executives who led a shareholder mutinous aimed at the ouster of Tinkerbell_necklace ' s chief vice_presdient and other directors this year said they had dropped plans to twoout a slate of Korsvold at expects year ' Whatâ_€_™ shareholders meeting.""]",3
2432,"Israeli MPs have resumed a debate on Prime Minister Ariel Sharon #39;s disengagement plan, which is expected to culminate in a historic vote in favour of a pull-out of troops and settlers from the Gaza Strip.",1
2433,"['three israeli opposition mps who have resumed a debate based on prime minister ariel sharon # 39 ; s 2011 disengagement peace plan, which is expected to finally culminate in a historic vote in favour reduction of a pull - out of idf troops and illegal settlers from the gaza strip.']",1
2434,"Israeli forces destroyed two five-story apartment buildings in a Gaza refugee camp early Thursday after evacuating thousands of Palestinians from a neighborhood, said residents and the military.",1
2435,"['Israeli forces destroyed two five-story homes in a Gaza refugee camp early Thursday after evacuating thousands of Palestinians from a neighborhood, residents and the military said.']",1
2436,"US Airways said yesterday it can emerge from bankruptcy a stronger airline, but acknowledged it needs deeper wage concessions from its pilots - something it has failed to get after two years of trying.",3
2437,"['Contrack_International AirTran_Holdings said yesterday it gotta emerge from bankruptcy a solid airline, but acknowledged much needs Mkts_slip wage concessions from its Airline_Pilots - something it has failed to get finally Three years of aims.']",3
2438,"(AGI) - Florence, Italy, Oct.18 -  quot;EuroPol must play a key role in the struggle against terorrism quot; said Interior Minister Giuseppe Pisanu, illustrating the results of the G5 (Italy, UK, France, Germany, Spain) Interior Ministers meeting held today in ",1
2439,"['( AGI) - Florence, Italy, Oct. 18 - quot; EuroPol needsto play a key role inall the struggle against creeping_Islamisation quot; saidhe Francisco_Baraan_III Minister Giuseppe Pisanu, illustrating the SuperMedia_specializes of BY_ANDY_THOMPSON G5 (Italy, WEST_SUSSEX, France, Germany, Spain) Interior Ministers meeting Sir_Rupert_Briercliffe today within']",1
2440,"Angry over unfair subsidies paid to US companies from tariffs collected on goods imported here, the WTO has widened the gap with Congress by imposing sanctions of their own.",3
2441,"['Angry over unfair subsidy paid to US company from tariffs gather up on goods imported hither, the world trade organization have extend the gap with Congress by impose sanctions of their ain.']",3
2442,"In October, most major cellphone carriers plan to start compiling a publicly accessible listing of wireless phone numbers.",3
2443,"['in october, most major us cellphone carriers might plan to soon start compiling online a complete publicly accessible listing of new wireless portable phone numbers.']",3
2444, NEW YORK (Reuters) - Erubiel Durazo's three-run homer in  the second inning helped the Oakland Athletics remain top of  the American League (AL) West with a 9-4 win over the reeling  Baltimore Orioles Thursday.,2
2445,"[""NEW YORK (Reuters) - Erubiel Durazo ' atomic number 16 three - draw kor in the 2nd frame helped the Oakland Athletics rest top of the American League (atomic number 13) West with a 9 - 4 win over the reeling Baltimore Old world oriole Thursday.""]",2
2446,"Harry Redknapp has quit as manager of English soccer Premiership club Portsmouth and said he wants a complete break #39; #39; from the game, the club Web site reported.",2
2447,"['harry redknapp has recently quit early as manager contract of premier english youth soccer premiership club portsmouth united and had said he wants a complete break # 5 39 ; # 3 39 ; from the game, over the club web site reported.']",2
